id,trait,ncase,group_name,year,author,consortium,sex,pmid,population,unit,sample_size,build,ncontrol,category,subcategory,ontology,note,mr,nsnp,doi,coverage,study_design,priority,sd,catalog_row_original,technical_scope_status,technical_scope_reason,eqtl_pattern_outside_scope,ihd_candidate_index,ihd_saved_estimate,ihd_output_status,ihd_outcome_id,ihd_method,ihd_nsnp_or_snp_raw,ihd_instrument_count,ihd_single_instrument_snp,ihd_beta,ihd_se,ihd_p_value,ihd_p_for_bh,ihd_q_bh_m11988,ihd_output_index,ihd_output_file,dd_candidate_index,dd_saved_estimate,dd_output_status,dd_outcome_id,dd_method,dd_nsnp_or_snp_raw,dd_instrument_count,dd_single_instrument_snp,dd_beta,dd_se,dd_p_value,dd_p_for_bh,dd_q_bh_m11988,dd_output_index,dd_output_file,ihd_candidate,dd_candidate,ihd_scheduling_status,dd_scheduling_status,ihd_availability_note,dd_availability_note
ukb-e-2744_CSA,Birth weight of first child,3237,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,3237,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9809113,,,,0,,13847,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2744_EAS,Birth weight of first child,1172,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,1172,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8238790,,,,0,,13848,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2754_AFR,Age at first live birth,2478,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,2478,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15524296,,,,0,,13849,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2754_CSA,Age at first live birth,2931,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,2931,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812824,,,,0,,13850,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2754_EAS,Age at first live birth,906,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,906,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8153919,,,,0,,13851,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-276_CSA,"Disorders of fluid, electrolyte, and acid-base balance",317,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8876,HG19/GRCh37,8559,Binary,NA,NA,NA,1,9793041,,,,0,,13852,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2764_AFR,Age at last live birth,2426,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,2426,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15525098,,,,0,,13853,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2764_CSA,Age at last live birth,2888,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,2888,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812882,,,,0,,13854,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2764_EAS,Age at last live birth,904,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,904,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8150270,,,,0,,13855,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-278_AFR,"Overweight, obesity and other hyperalimentation",425,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6636,HG19/GRCh37,6211,Binary,NA,NA,NA,1,15525860,,,,0,,13856,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-278_CSA,"Overweight, obesity and other hyperalimentation",365,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8876,HG19/GRCh37,8511,Binary,NA,NA,NA,1,9803690,,,,0,,13857,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2794_AFR,Age started oral contraceptive pill,2483,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,2483,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15549578,,,,0,,13858,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2794_CSA,Age started oral contraceptive pill,1808,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,1808,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9808535,,,,0,,13859,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-280_AFR,Iron deficiency anemias,275,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6003,HG19/GRCh37,5728,Binary,NA,NA,NA,1,15448742,,,,0,,13860,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-280_CSA,Iron deficiency anemias,500,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8376,HG19/GRCh37,7876,Binary,NA,NA,NA,1,9810691,,,,0,,13861,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2804_AFR,Age when last used oral contraceptive pill,2209,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,2209,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15548180,,,,0,,13862,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2804_CSA,Age when last used oral contraceptive pill,1640,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,1640,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812286,,,,0,,13863,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2814_AFR,Ever used hormone-replacement therapy (HRT),669,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,3817,HG19/GRCh37,3148,Binary,NA,NA,NA,1,15532686,,,,0,,13864,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2814_CSA,Ever used hormone-replacement therapy (HRT),796,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,3871,HG19/GRCh37,3075,Binary,NA,NA,NA,1,9809155,,,,0,,13865,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2814_EAS,Ever used hormone-replacement therapy (HRT),305,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,1709,HG19/GRCh37,1404,Binary,NA,NA,NA,1,8214868,,,,0,,13866,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-282_AFR,Hereditary hemolytic anemias,375,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6103,HG19/GRCh37,5728,Binary,NA,NA,NA,1,15517098,,,,0,,13867,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2834_AFR,Bilateral oophorectomy (both ovaries removed),305,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,3747,HG19/GRCh37,3442,Binary,NA,NA,NA,1,15488189,,,,0,,13868,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2834_CSA,Bilateral oophorectomy (both ovaries removed),261,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,3845,HG19/GRCh37,3584,Binary,NA,NA,NA,1,9758570,,,,0,,13869,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2844_AFR,Had other major operations,2252,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,3824,HG19/GRCh37,1572,Binary,NA,NA,NA,1,15528018,,,,0,,13870,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2844_CSA,Had other major operations,1947,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,3893,HG19/GRCh37,1946,Binary,NA,NA,NA,1,9811346,,,,0,,13871,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2844_EAS,Had other major operations,896,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,1717,HG19/GRCh37,821,Binary,NA,NA,NA,1,8206135,,,,0,,13872,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-285_AFR,Other anemias,411,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6139,HG19/GRCh37,5728,Binary,NA,NA,NA,1,15525049,,,,0,,13873,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-285_CSA,Other anemias,613,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8489,HG19/GRCh37,7876,Binary,NA,NA,NA,1,9811358,,,,0,,13874,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2946_AFR,Father's age,1892,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,1892,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15543280,,,,0,,13875,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2946_CSA,Father's age,2195,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,2195,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9820013,,,,0,,13876,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2966_AFR,Age high blood pressure diagnosed,2164,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,2164,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15518456,,,,0,,13877,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2966_CSA,Age high blood pressure diagnosed,2248,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,2248,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9806767,,,,0,,13878,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-2976_CSA,Age diabetes diagnosed,1426,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,1426,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9803531,,,,0,,13879,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30000_AFR,White blood cell (leukocyte) count,6281,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6281,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15531695,,,,0,,13880,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30000_CSA,White blood cell (leukocyte) count,8532,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8532,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812502,,,,0,,13881,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30000_EAS,White blood cell (leukocyte) count,2632,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,2632,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8258780,,,,0,,13882,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30000_MID,White blood cell (leukocyte) count,1548,public,2020,Pan-UKB team,NA,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1548,HG19/GRCh37,0,Continuous,NA,NA,NA,1,11885496,,,,0,,13883,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30010_AFR,Red blood cell (erythrocyte) count,6281,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6281,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15531695,,,,0,,13884,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30010_CSA,Red blood cell (erythrocyte) count,8532,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8532,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812502,,,,0,,13885,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30010_EAS,Red blood cell (erythrocyte) count,2632,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,2632,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8258780,,,,0,,13886,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30010_MID,Red blood cell (erythrocyte) count,1548,public,2020,Pan-UKB team,NA,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1548,HG19/GRCh37,0,Continuous,NA,NA,NA,1,11885496,,,,0,,13887,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30020_AFR,Haemoglobin concentration,6281,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6281,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15531695,,,,0,,13888,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30020_CSA,Haemoglobin concentration,8532,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8532,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812502,,,,0,,13889,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30020_EAS,Haemoglobin concentration,2632,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,2632,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8258780,,,,0,,13890,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30020_MID,Haemoglobin concentration,1548,public,2020,Pan-UKB team,NA,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1548,HG19/GRCh37,0,Continuous,NA,NA,NA,1,11885496,,,,0,,13891,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30030_AFR,Haematocrit percentage,6281,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6281,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15531695,,,,0,,13892,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30030_CSA,Haematocrit percentage,8532,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8532,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812502,,,,0,,13893,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30030_EAS,Haematocrit percentage,2632,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,2632,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8258780,,,,0,,13894,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30030_MID,Haematocrit percentage,1548,public,2020,Pan-UKB team,NA,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1548,HG19/GRCh37,0,Continuous,NA,NA,NA,1,11885496,,,,0,,13895,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30040_AFR,Mean corpuscular volume,6281,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6281,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15531695,,,,0,,13896,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30040_CSA,Mean corpuscular volume,8532,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8532,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812502,,,,0,,13897,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30040_EAS,Mean corpuscular volume,2632,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,2632,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8258780,,,,0,,13898,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30040_MID,Mean corpuscular volume,1548,public,2020,Pan-UKB team,NA,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1548,HG19/GRCh37,0,Continuous,NA,NA,NA,1,11885496,,,,0,,13899,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30050_AFR,Mean corpuscular haemoglobin,6281,public,2020,Pan-UKB team,NA,Males and Females,,African American or Afro-Caribbean,NA,6281,HG19/GRCh37,0,Continuous,NA,NA,NA,1,15531695,,,,0,,13900,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30050_CSA,Mean corpuscular haemoglobin,8532,public,2020,Pan-UKB team,NA,Males and Females,,South Asian,NA,8532,HG19/GRCh37,0,Continuous,NA,NA,NA,1,9812502,,,,0,,13901,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30050_EAS,Mean corpuscular haemoglobin,2632,public,2020,Pan-UKB team,NA,Males and Females,,East Asian,NA,2632,HG19/GRCh37,0,Continuous,NA,NA,NA,1,8258780,,,,0,,13902,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
ukb-e-30050_MID,Mean corpuscular haemoglobin,1548,public,2020,Pan-UKB team,NA,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1548,HG19/GRCh37,0,Continuous,NA,NA,NA,1,11885496,,,,0,,13903,outside European-ancestry technical scope,catalogue population metadata != European,FALSE,,,not queried as IHD candidate,,,,,,,,,,,,,,,not queried as DD candidate,,,,,,,,,,,,,FALSE,FALSE,not scheduled: outside European-ancestry technical scope,not scheduled: outside European-ancestry technical scope,,
